Data;MÊS;Código;Produto;Peças Recebidas com Defeito;Lote;Fábrica Origem;Transportadora;Valor unitario;Valor total;Categoria;;
43848;JAN;36379;Produto G;277;BT289;Fábrica Nordeste;Flash;14,42;3994,34;GIFT;;
43848;JAN;34905;Produto H;457;BT340;Fábrica Nordeste;Vai e Vêm;9,49;4336,93;TERCEIROS;;
43848;JAN;71594;Produto C;466;BT317;Fábrica Sudeste;Novo Horizonte;8,54;3979,64;GIFT;;
43848;JAN;44452;Produto V;338;T092;Fábrica Nordeste;Vai e Vêm;17,24;5827,12;GIFT;;
43848;JAN;36379;Produto G;132;BT38D;Fábrica Nordeste;Novo Horizonte;22;2904;TERCEIROS;;
43848;JAN;58880;Produto L;423;T352;Fábrica Sudeste;Flash;4,46;1886,58;GIFT;;
43848;JAN;59587;Produto S;358;T313T;Fábrica Nordeste;Vai e Vêm;24,18;8656,44;TERCEIROS;;
43848;JAN;71644;Produto J;282;U010;Fábrica Nordeste;Rapidex;12,01;3386,82;CREMES;;
43848;JAN;37166;Produto N;485;U007;Fábrica Nordeste;Del Monte;8,25;4001,25;TERCEIROS;;
43848;JAN;44452;Produto V;186;T332;Fábrica Sudeste;Novo Horizonte;6,32;1175,52;GIFT;;
43848;JAN;41460;Produto E;257;T334;Fábrica Sudeste;Flash;4,09;1051,13;GIFT;;
43848;JAN;49060;Produto A;301;T325;Fábrica Nordeste;Vai e Vêm;5,36;1613,36;GIFT;;
43848;JAN;77891;Produto R;165;T294;Fábrica Sudeste;Flash;2,94;485,1;MAKE;;
43848;JAN;41460;Produto E;176;T344;Fábrica Nordeste;Novo Horizonte;2,44;429,44;TERCEIROS;;
43848;JAN;39682;Produto K;367;T291;Fábrica Nordeste;Gavião;4,54;1666,18;CREMES;;
43848;JAN;38309;Produto W;234;T263TA;Fábrica Nordeste;Novo Horizonte;5,05;1181,7;CREMES;;
43848;JAN;37166;Produto N;395;T227;Fábrica Nordeste;Del Monte;11,29;4459,55;MAKE;;
43850;JAN;59587;Produto S;58;BT28A;Fábrica Sudeste;Del Monte;0,58;33,64;GIFT;;
43850;JAN;38309;Produto W;49;BU003;Fábrica Sudeste;Vai e Vêm;3,74;183,26;MAKE;;
43850;JAN;30581;Produto M;287;BT360;Fábrica Sudeste;Del Monte;4,02;1153,74;TERCEIROS;;
43850;JAN;59587;Produto S;148;T221;Fábrica Nordeste;Rapidex;4,3;636,4;CREMES;;
43850;JAN;38309;Produto W;16;BT259;Fábrica Sudeste;Novo Horizonte;15,74;251,84;MAKE;;
43848;JAN;34905;Produto H;28;T350;Fábrica Nordeste;Del Monte;17,34;485,52;TERCEIROS;;
43847;JAN;29670;Produto D;183;T287A;Fábrica Nordeste;Novo Horizonte;6,83;1249,89;HIDRO;;
43847;JAN;49060;Produto A;450;T308A;Fábrica Sudeste;Rapidex;13,1;5895;CREMES;;
43847;JAN;34905;Produto H;339;BU002;Fábrica Sudeste;Rapidex;3,74;1267,86;HIDRO;;
43847;JAN;41460;Produto E;390;T355BT;Fábrica Sudeste;Gavião;5,49;2141,1;MAKE;;
43847;JAN;44452;Produto V;78;BT360;Fábrica Sudeste;Gavião;8,66;675,48;MAKE;;
43847;JAN;71594;Produto C;136;T309;Fábrica Nordeste;Flash;8,43;1146,48;TERCEIROS;;
43847;JAN;71644;Produto J;236;U007;Fábrica Nordeste;Vai e Vêm;13,58;3204,88;TERCEIROS;;
43847;JAN;70428;Produto O;321;T325;Fábrica Nordeste;Flash;16,05;5152,05;CREMES;;
43847;JAN;30581;Produto M;387;BT362A;Fábrica Nordeste;Del Monte;13,52;5232,24;HIDRO;;
43847;JAN;30581;Produto M;64;T362;Fábrica Sudeste;Vai e Vêm;10,07;644,48;HIDRO;;
43847;JAN;79267;Produto X;89;T288;Fábrica Sudeste;Rapidex;6,39;568,71;MAKE;;
43847;JAN;65472;Produto U;163;BT364;Fábrica Sudeste;Del Monte;12,18;1985,34;CREMES;;
43847;JAN;44452;Produto V;301;T304;Fábrica Nordeste;Novo Horizonte;5,94;1787,94;HIDRO;;
43847;JAN;58880;Produto L;176;T324;Fábrica Nordeste;Gavião;2,23;392,48;HIDRO;;
43847;JAN;71644;Produto J;163;T247TL;Fábrica Sudeste;Gavião;3,6;586,8;MAKE;;
43847;JAN;41763;Produto I;191;BT360;Fábrica Sudeste;Del Monte;2,09;399,19;MAKE;;
43847;JAN;48128;Produto F;144;BU004;Fábrica Nordeste;Del Monte;13,02;1874,88;HIDRO;;
43847;JAN;41460;Produto E;247;T338TA;Fábrica Sudeste;Gavião;4,1;1012,7;GIFT;;
43847;JAN;44847;Produto P;433;T361;Fábrica Nordeste;Novo Horizonte;23,48;10166,84;TERCEIROS;;
43847;JAN;48128;Produto F;243;t240t;Fábrica Sudeste;Gavião;11;2673;HIDRO;;
43847;JAN;48128;Produto F;347;T199;Fábrica Nordeste;Vai e Vêm;13,69;4750,43;GIFT;;
43847;JAN;71644;Produto J;478;T227;Fábrica Nordeste;Novo Horizonte;11,29;5396,62;TERCEIROS;;
43847;JAN;73791;Produto B;216;T327;Fábrica Sudeste;Flash;10,47;2261,52;MAKE;;
43847;JAN;44452;Produto V;201;BT340;Fábrica Sudeste;Novo Horizonte;8,77;1762,77;MAKE;;
43847;JAN;44452;Produto V;294;BT301A;Fábrica Sudeste;Gavião;3,07;902,58;HIDRO;;
43847;JAN;41460;Produto E;325;T294;Fábrica Sudeste;Gavião;3,32;1079;TERCEIROS;;
43847;JAN;77891;Produto R;115;T322AT;Fábrica Nordeste;Rapidex;5,73;658,95;CREMES;;
43847;JAN;34344;Produto Y;218;U009;Fábrica Nordeste;Gavião;6,62;1443,16;CREMES;;
43847;JAN;39682;Produto K;256;T312;Fábrica Nordeste;Rapidex;2,24;573,44;MAKE;;
43847;JAN;71644;Produto J;201;T259;Fábrica Sudeste;Gavião;2,6;522,6;GIFT;;
43847;JAN;41460;Produto E;200;T317;Fábrica Sudeste;Flash;2,24;448;GIFT;;
43847;JAN;34344;Produto Y;222;T343;Fábrica Nordeste;Vai e Vêm;3,05;677,1;CREMES;;
43847;JAN;48128;Produto F;163;T354;Fábrica Nordeste;Novo Horizonte;3,12;508,56;GIFT;;
43847;JAN;59587;Produto S;322;T341;Fábrica Nordeste;Flash;4,31;1387,82;TERCEIROS;;
43847;JAN;48128;Produto F;401;BT309;Fábrica Sudeste;Vai e Vêm;28,83;11560,83;MAKE;;
43847;JAN;77891;Produto R;62;BT263;Fábrica Nordeste;Vai e Vêm;16,54;1025,48;GIFT;;
43847;JAN;73791;Produto B;58;BU006;Fábrica Sudeste;Vai e Vêm;4,65;269,7;CREMES;;
43847;JAN;34905;Produto H;440;BU002;Fábrica Sudeste;Flash;3,74;1645,6;HIDRO;;
43847;JAN;58880;Produto L;376;BT329;Fábrica Sudeste;Vai e Vêm;4,8;1804,8;CREMES;;
43847;JAN;36379;Produto G;416;T334B;Fábrica Sudeste;Del Monte;2,82;1173,12;GIFT;;
43847;JAN;70428;Produto O;472;U007;Fábrica Nordeste;Vai e Vêm;15,17;7160,24;CREMES;;
43847;JAN;48128;Produto F;332;T322;Fábrica Sudeste;Flash;4,86;1613,52;TERCEIROS;;
43847;JAN;38309;Produto W;45;T177T;Fábrica Sudeste;Vai e Vêm;3,41;153,45;TERCEIROS;;
43848;JAN;65472;Produto U;228;BU007;Fábrica Sudeste;Gavião;9,5;2166;HIDRO;;
43848;JAN;49060;Produto A;168;BT361;Fábrica Sudeste;Flash;2,76;463,68;TERCEIROS;;
43848;JAN;44847;Produto P;168;U006;Fábrica Nordeste;Gavião;15,04;2526,72;HIDRO;;
43848;JAN;44847;Produto P;463;T362;Fábrica Sudeste;Vai e Vêm;17,27;7996,01;CREMES;;
43848;JAN;44847;Produto P;180;T277TA;Fábrica Nordeste;Flash;5,05;909;MAKE;;
43848;JAN;44452;Produto V;88;BU006;Fábrica Nordeste;Vai e Vêm;4,65;409,2;HIDRO;;
43848;JAN;44847;Produto P;453;U003BT;Fábrica Nordeste;Gavião;5,25;2378,25;MAKE;;
43848;JAN;41460;Produto E;329;T353CT;Fábrica Nordeste;Gavião;4,33;1424,57;CREMES;;
43848;JAN;37166;Produto N;345;T039A;Fábrica Nordeste;Del Monte;6,54;2256,3;CREMES;;
43848;JAN;34905;Produto H;394;T332;Fábrica Nordeste;Novo Horizonte;12;4728;MAKE;;
43848;JAN;44452;Produto V;55;T338CT;Fábrica Sudeste;Rapidex;9,21;506,55;CREMES;;
43848;JAN;48128;Produto F;34;T092;Fábrica Nordeste;Vai e Vêm;17,24;586,16;HIDRO;;
43848;JAN;70428;Produto O;386;BT283A;Fábrica Sudeste;Vai e Vêm;13,57;5238,02;HIDRO;;
43850;JAN;37166;Produto N;188;BT346;Fábrica Sudeste;Rapidex;9,54;1793,52;HIDRO;;
43850;JAN;34344;Produto Y;217;T326;Fábrica Sudeste;Flash;1,86;403,62;TERCEIROS;;
43850;JAN;73791;Produto B;186;T291;Fábrica Sudeste;Rapidex;0,56;104,16;MAKE;;
43850;JAN;37166;Produto N;370;T323TO;Fábrica Nordeste;Flash;1,43;529,1;CREMES;;
43850;JAN;58880;Produto L;392;T350A;Fábrica Sudeste;Vai e Vêm;1,91;748,72;GIFT;;
43850;JAN;49060;Produto A;24;T315TC;Fábrica Sudeste;Rapidex;9,21;221,04;CREMES;;
43850;JAN;34905;Produto H;462;T344;Fábrica Sudeste;Novo Horizonte;3,07;1418,34;HIDRO;;
43850;JAN;44452;Produto V;374;S122AT;Fábrica Nordeste;Del Monte;2,94;1099,56;GIFT;;
43850;JAN;46609;Produto Q;162;T245;Fábrica Nordeste;Del Monte;9,55;1547,1;GIFT;;
43850;JAN;79267;Produto X;306;T342;Fábrica Nordeste;Del Monte;3,43;1049,58;MAKE;;
43850;JAN;59587;Produto S;293;T361;Fábrica Nordeste;Novo Horizonte;15,64;4582,52;TERCEIROS;;
43850;JAN;58880;Produto L;162;T315;Fábrica Nordeste;Novo Horizonte;6,36;1030,32;MAKE;;
43850;JAN;79267;Produto X;364;T352TA;Fábrica Nordeste;Gavião;5,33;1940,12;HIDRO;;
43850;JAN;65472;Produto U;440;T253TL;Fábrica Sudeste;Del Monte;3,18;1399,2;GIFT;;
43850;JAN;49060;Produto A;293;T185TL;Fábrica Sudeste;Rapidex;2,38;697,34;MAKE;;
43850;JAN;71644;Produto J;20;BA23R;Fábrica Sudeste;Gavião;11,72;234,4;HIDRO;;
43850;JAN;71594;Produto C;283;U013;Fábrica Sudeste;Rapidex;5,98;1692,34;GIFT;;
43850;JAN;71594;Produto C;162;U010;Fábrica Nordeste;Del Monte;4,36;706,32;MAKE;;
43850;JAN;34905;Produto H;272;BU011;Fábrica Sudeste;Del Monte;19,58;5325,76;MAKE;;
43850;JAN;65472;Produto U;394;BT338;Fábrica Nordeste;Flash;9,47;3731,18;MAKE;;
43850;JAN;48128;Produto F;375;BU002;Fábrica Nordeste;Gavião;3,74;1402,5;CREMES;;
43850;JAN;39682;Produto K;255;BT144;Fábrica Sudeste;Vai e Vêm;3,06;780,3;CREMES;;
43850;JAN;58880;Produto L;361;BU006;Fábrica Sudeste;Flash;4,65;1678,65;HIDRO;;
43850;JAN;77891;Produto R;312;BU006;Fábrica Nordeste;Gavião;4,65;1450,8;CREMES;;
43851;JAN;44452;Produto V;239;T092;Fábrica Nordeste;Gavião;17,24;4120,36;CREMES;;
43851;JAN;65472;Produto U;68;U016;Fábrica Nordeste;Del Monte;10,37;705,16;GIFT;;
43851;JAN;36379;Produto G;249;T338;Fábrica Nordeste;Flash;14,82;3690,18;MAKE;;
43851;JAN;71594;Produto C;378;BU010;Fábrica Nordeste;Gavião;12,43;4698,54;MAKE;;
43851;JAN;41460;Produto E;97;BU016;Fábrica Nordeste;Gavião;12,18;1181,46;HIDRO;;
43851;JAN;58880;Produto L;183;BU009;Fábrica Nordeste;Rapidex;3,66;669,78;HIDRO;;
43851;JAN;70118;Produto T;72;TA427E;Fábrica Sudeste;Novo Horizonte;30,21;2175,12;HIDRO;;
43851;JAN;41763;Produto I;403;T329;Fábrica Nordeste;Novo Horizonte;6,22;2506,66;MAKE;;
43851;JAN;46609;Produto Q;354;S094;Fábrica Nordeste;Gavião;22,7;8035,8;CREMES;;
43851;JAN;71644;Produto J;350;T338;Fábrica Nordeste;Gavião;7,29;2551,5;HIDRO;;
43851;JAN;73791;Produto B;292;U011;Fábrica Sudeste;Flash;8,24;2406,08;MAKE;;
43851;JAN;44847;Produto P;328;U016;Fábrica Nordeste;Novo Horizonte;1,81;593,68;HIDRO;;
43851;JAN;34905;Produto H;317;T294;Fábrica Sudeste;Gavião;2,94;931,98;GIFT;;
43851;JAN;38309;Produto W;155;U008TA;Fábrica Sudeste;Del Monte;4,87;754,85;MAKE;;
43851;JAN;38309;Produto W;190;T311TA;Fábrica Sudeste;Novo Horizonte;5,03;955,7;CREMES;;
43851;JAN;39682;Produto K;72;BT316;Fábrica Sudeste;Novo Horizonte;12,98;934,56;CREMES;;
43851;JAN;41763;Produto I;346;T346;Fábrica Nordeste;Gavião;5,68;1965,28;CREMES;;
43851;JAN;44452;Produto V;479;BT336;Fábrica Nordeste;Novo Horizonte;3,69;1767,51;HIDRO;;
43851;JAN;77891;Produto R;7;T336;Fábrica Nordeste;Del Monte;3,6;25,2;GIFT;;
43851;JAN;71594;Produto C;383;BT338;Fábrica Nordeste;Vai e Vêm;9,47;3627,01;GIFT;;
43851;JAN;73791;Produto B;474;T343;Fábrica Sudeste;Rapidex;9,7;4597,8;GIFT;;
43851;JAN;46609;Produto Q;177;T281;Fábrica Sudeste;Vai e Vêm;7,72;1366,44;HIDRO;;
43851;JAN;44847;Produto P;427;BU010;Fábrica Sudeste;Vai e Vêm;7,68;3279,36;GIFT;;
43852;JAN;34344;Produto Y;388;BU015;Fábrica Nordeste;Rapidex;8,66;3360,08;TERCEIROS;;
43852;JAN;34344;Produto Y;339;T113B;Fábrica Sudeste;Vai e Vêm;3,68;1247,52;GIFT;;
43852;JAN;49060;Produto A;108;T142AT;Fábrica Sudeste;Del Monte;5,15;556,2;HIDRO;;
43852;JAN;48128;Produto F;375;BT252;Fábrica Sudeste;Gavião;4,05;1518,75;MAKE;;
43852;JAN;39682;Produto K;163;U013;Fábrica Sudeste;Del Monte;5,98;974,74;HIDRO;;
43852;JAN;37166;Produto N;22;BU011;Fábrica Sudeste;Vai e Vêm;2,74;60,28;GIFT;;
43852;JAN;44847;Produto P;146;T351;Fábrica Sudeste;Novo Horizonte;11,22;1638,12;MAKE;;
43852;JAN;79267;Produto X;305;T361;Fábrica Sudeste;Vai e Vêm;6,9;2104,5;CREMES;;
43852;JAN;59587;Produto S;269;U008BT;Fábrica Nordeste;Vai e Vêm;6,18;1662,42;GIFT;;
43852;JAN;34344;Produto Y;211;T270TL;Fábrica Sudeste;Del Monte;2,42;510,62;TERCEIROS;;
43852;JAN;65472;Produto U;363;BT364;Fábrica Nordeste;Novo Horizonte;9,37;3401,31;MAKE;;
43852;JAN;36379;Produto G;289;T315;Fábrica Sudeste;Del Monte;6,1;1762,9;GIFT;;
43852;JAN;70428;Produto O;477;T264;Fábrica Nordeste;Rapidex;9,55;4555,35;CREMES;;
43852;JAN;34344;Produto Y;51;TA427E;Fábrica Nordeste;Rapidex;30,21;1540,71;CREMES;;
43852;JAN;46609;Produto Q;410;T113B;Fábrica Sudeste;Rapidex;3,68;1508,8;TERCEIROS;;
43852;JAN;29670;Produto D;397;U014A;Fábrica Sudeste;Rapidex;7,62;3025,14;GIFT;;
43852;JAN;79267;Produto X;26;T353;Fábrica Nordeste;Gavião;14,15;367,9;TERCEIROS;;
43852;JAN;58880;Produto L;378;T353;Fábrica Sudeste;Del Monte;9,29;3511,62;TERCEIROS;;
43852;JAN;71594;Produto C;248;T328;Fábrica Nordeste;Gavião;8,67;2150,16;TERCEIROS;;
43852;JAN;37166;Produto N;315;T339TL;Fábrica Nordeste;Vai e Vêm;1,96;617,4;TERCEIROS;;
43852;JAN;70428;Produto O;258;U011;Fábrica Sudeste;Rapidex;4,92;1269,36;TERCEIROS;;
43852;JAN;70118;Produto T;147;T336TA;Fábrica Sudeste;Gavião;5,22;767,34;CREMES;;
43852;JAN;44452;Produto V;444;U009;Fábrica Sudeste;Rapidex;2,31;1025,64;MAKE;;
43852;JAN;70118;Produto T;252;T308;Fábrica Sudeste;Novo Horizonte;7,29;1837,08;GIFT;;
43852;JAN;73791;Produto B;62;T327;Fábrica Nordeste;Rapidex;10,47;649,14;HIDRO;;
43852;JAN;30581;Produto M;62;BT350P;Fábrica Nordeste;Flash;1,31;81,22;MAKE;;
43853;JAN;38309;Produto W;384;T29;Fábrica Sudeste;Vai e Vêm;1,44;552,96;MAKE;;
43853;JAN;65472;Produto U;329;JY2019002;Fábrica Nordeste;Vai e Vêm;2,75;904,75;HIDRO;;
43853;JAN;71644;Produto J;217;T317TO;Fábrica Sudeste;Flash;2,21;479,57;MAKE;;
43853;JAN;70428;Produto O;63;BT357;Fábrica Nordeste;Vai e Vêm;3,47;218,61;MAKE;;
43853;JAN;70118;Produto T;326;BT092;Fábrica Nordeste;Del Monte;7,84;2555,84;HIDRO;;
43853;JAN;39682;Produto K;487;T247TL;Fábrica Nordeste;Rapidex;3,6;1753,2;GIFT;;
43851;JAN;46609;Produto Q;317;BU010;Fábrica Sudeste;Flash;12,43;3940,31;MAKE;;
43851;JAN;73791;Produto B;275;T355BT;Fábrica Sudeste;Flash;5,49;1509,75;CREMES;;
43851;JAN;59587;Produto S;341;BT255;Fábrica Nordeste;Gavião;5,64;1923,24;GIFT;;
43851;JAN;44452;Produto V;470;S170;Fábrica Nordeste;Gavião;22,08;10377,6;HIDRO;;
43851;JAN;39682;Produto K;372;T234;Fábrica Sudeste;Del Monte;3,67;1365,24;GIFT;;
43851;JAN;70428;Produto O;60;T340;Fábrica Sudeste;Flash;2,99;179,4;HIDRO;;
43851;JAN;44847;Produto P;345;BT347;Fábrica Sudeste;Rapidex;3,15;1086,75;GIFT;;
43851;JAN;48128;Produto F;374;BT361A;Fábrica Sudeste;Del Monte;2,97;1110,78;GIFT;;
43851;JAN;37166;Produto N;115;T285TL;Fábrica Sudeste;Flash;1,79;205,85;CREMES;;
43851;JAN;70428;Produto O;131;T199;Fábrica Sudeste;Flash;13,69;1793,39;CREMES;;
43851;JAN;70118;Produto T;263;T345;Fábrica Nordeste;Rapidex;7,16;1883,08;GIFT;;
43851;JAN;48128;Produto F;457;t326;Fábrica Sudeste;Flash;2,49;1137,93;CREMES;;
43851;JAN;71594;Produto C;263;T309A;Fábrica Nordeste;Rapidex;6,21;1633,23;CREMES;;
43851;JAN;30581;Produto M;431;T302;Fábrica Sudeste;Gavião;3,12;1344,72;GIFT;;
43851;JAN;29670;Produto D;418;T226TA;Fábrica Nordeste;Gavião;4,84;2023,12;TERCEIROS;;
43851;JAN;44847;Produto P;298;T309TA;Fábrica Sudeste;Novo Horizonte;5,06;1507,88;MAKE;;
43852;JAN;48128;Produto F;185;T351;Fábrica Sudeste;Del Monte;4,36;806,6;CREMES;;
43852;JAN;79267;Produto X;38;BT343;Fábrica Nordeste;Rapidex;3,11;118,18;GIFT;;
43852;JAN;34344;Produto Y;371;T301;Fábrica Nordeste;Rapidex;3,32;1231,72;MAKE;;
43852;JAN;38309;Produto W;37;R338;Fábrica Nordeste;Novo Horizonte;3,1;114,7;MAKE;;
43852;JAN;59587;Produto S;182;T325;Fábrica Sudeste;Del Monte;4,04;735,28;CREMES;;
43852;JAN;39682;Produto K;98;T205TL;Fábrica Nordeste;Vai e Vêm;2,37;232,26;GIFT;;
43852;JAN;41460;Produto E;343;BT361;Fábrica Sudeste;Flash;2,76;946,68;CREMES;;
43852;JAN;37166;Produto N;1;T350TL;Fábrica Nordeste;Del Monte;4,86;4,86;TERCEIROS;;
43852;JAN;30581;Produto M;129;T355BT;Fábrica Sudeste;Vai e Vêm;5,49;708,21;GIFT;;
43852;JAN;44847;Produto P;381;BU010;Fábrica Nordeste;Rapidex;7,68;2926,08;TERCEIROS;;
43852;JAN;49060;Produto A;24;BU010;Fábrica Nordeste;Del Monte;7,68;184,32;CREMES;;
43854;JAN;34344;Produto Y;15;BT347;Fábrica Nordeste;Rapidex;10,29;154,35;GIFT;;
43854;JAN;49060;Produto A;237;T301TE;Fábrica Nordeste;Rapidex;15,87;3761,19;GIFT;;
43854;JAN;38309;Produto W;371;T056;Fábrica Sudeste;Flash;10,32;3828,72;HIDRO;;
43854;JAN;71644;Produto J;389;BU010;Fábrica Nordeste;Flash;7,68;2987,52;MAKE;;
43854;JAN;73791;Produto B;477;T352;Fábrica Nordeste;Gavião;4,46;2127,42;HIDRO;;
43854;JAN;37166;Produto N;263;T329AT;Fábrica Sudeste;Rapidex;5;1315;CREMES;;
43854;JAN;38309;Produto W;389;T304;Fábrica Sudeste;Del Monte;5,94;2310,66;TERCEIROS;;
43854;JAN;70118;Produto T;489;BT352;Fábrica Sudeste;Rapidex;4,05;1980,45;GIFT;;
43854;JAN;30581;Produto M;204;T327;Fábrica Sudeste;Rapidex;12,42;2533,68;GIFT;;
43854;JAN;30581;Produto M;472;U009;Fábrica Nordeste;Vai e Vêm;2,31;1090,32;HIDRO;;
43854;JAN;48128;Produto F;151;BBT332;Fábrica Nordeste;Vai e Vêm;4,96;748,96;TERCEIROS;;
43854;JAN;71594;Produto C;232;T336;Fábrica Nordeste;Gavião;5,36;1243,52;GIFT;;
43854;JAN;30581;Produto M;125;U008TA;Fábrica Nordeste;Del Monte;4,87;608,75;MAKE;;
43854;JAN;34905;Produto H;28;BT361;Fábrica Sudeste;Flash;2,76;77,28;MAKE;;
43854;JAN;71594;Produto C;371;U011;Fábrica Nordeste;Vai e Vêm;1,92;712,32;GIFT;;
43854;JAN;70118;Produto T;344;U010TA;Fábrica Nordeste;Gavião;3,71;1276,24;GIFT;;
43854;JAN;38309;Produto W;171;T336TA;Fábrica Sudeste;Rapidex;5,22;892,62;HIDRO;;
43854;JAN;65472;Produto U;164;BT316;Fábrica Sudeste;Vai e Vêm;12,98;2128,72;CREMES;;
43854;JAN;71644;Produto J;105;T113B;Fábrica Sudeste;Flash;3,68;386,4;HIDRO;;
43854;JAN;44847;Produto P;359;T355BT;Fábrica Sudeste;Del Monte;5,49;1970,91;TERCEIROS;;
43854;JAN;39682;Produto K;403;BU014;Fábrica Sudeste;Rapidex;28,68;11558,04;GIFT;;
43854;JAN;71644;Produto J;421;T352;Fábrica Nordeste;Del Monte;4,46;1877,66;HIDRO;;
43854;JAN;29670;Produto D;395;T353;Fábrica Nordeste;Flash;8,82;3483,9;CREMES;;
43854;JAN;59587;Produto S;397;T276ATA;Fábrica Nordeste;Novo Horizonte;5,2;2064,4;MAKE;;
43854;JAN;70118;Produto T;386;BT338;Fábrica Sudeste;Rapidex;10,27;3964,22;MAKE;;
43854;JAN;71594;Produto C;185;t351;Fábrica Nordeste;Del Monte;11,22;2075,7;HIDRO;;
43854;JAN;46609;Produto Q;406;t113b;Fábrica Nordeste;Del Monte;3,68;1494,08;HIDRO;;
43854;JAN;38309;Produto W;408;T325TO;Fábrica Nordeste;Vai e Vêm;5,24;2137,92;MAKE;;
43854;JAN;49060;Produto A;466;BU015;Fábrica Sudeste;Novo Horizonte;6,67;3108,22;CREMES;;
43854;JAN;77891;Produto R;146;BU015;Fábrica Sudeste;Novo Horizonte;6,67;973,82;CREMES;;
43854;JAN;34344;Produto Y;77;bt143;Fábrica Sudeste;Rapidex;3,06;235,62;MAKE;;
43854;JAN;36379;Produto G;421;T338;Fábrica Nordeste;Rapidex;7,33;3085,93;MAKE;;
43855;JAN;41460;Produto E;343;BU015;Fábrica Sudeste;Del Monte;6,06;2078,58;TERCEIROS;;
43852;JAN;34905;Produto H;285;U008AT;Fábrica Nordeste;Rapidex;6,18;1761,3;HIDRO;;
43852;JAN;65472;Produto U;20;T290P;Fábrica Sudeste;Rapidex;2,66;53,2;HIDRO;;
43852;JAN;39682;Produto K;179;BU014;Fábrica Nordeste;Del Monte;3,16;565,64;HIDRO;;
43852;JAN;41763;Produto I;184;T326;Fábrica Sudeste;Rapidex;1,86;342,24;TERCEIROS;;
43852;JAN;79267;Produto X;165;T164TT;Fábrica Nordeste;Flash;3,96;653,4;CREMES;;
43852;JAN;59587;Produto S;405;T345;Fábrica Nordeste;Vai e Vêm;2,23;903,15;TERCEIROS;;
43852;JAN;38309;Produto W;480;T212TD;Fábrica Sudeste;Vai e Vêm;11,78;5654,4;HIDRO;;
43852;JAN;77891;Produto R;407;T339TA;Fábrica Nordeste;Vai e Vêm;4,96;2018,72;HIDRO;;
43852;JAN;39682;Produto K;299;T318TA;Fábrica Sudeste;Del Monte;5,09;1521,91;TERCEIROS;;
43853;JAN;65472;Produto U;366;BT353;Fábrica Sudeste;Gavião;2,71;991,86;HIDRO;;
43853;JAN;77891;Produto R;132;T113B;Fábrica Nordeste;Flash;3,68;485,76;TERCEIROS;;
43853;JAN;70428;Produto O;177;BU013;Fábrica Sudeste;Vai e Vêm;10,59;1874,43;TERCEIROS;;
43853;JAN;29670;Produto D;426;T325;Fábrica Sudeste;Vai e Vêm;8,47;3608,22;TERCEIROS;;
43853;JAN;44452;Produto V;14;BU014;Fábrica Sudeste;Flash;3,16;44,24;GIFT;;
43853;JAN;41763;Produto I;35;U014;Fábrica Sudeste;Vai e Vêm;10,37;362,95;CREMES;;
43853;JAN;59587;Produto S;215;U008AT;Fábrica Nordeste;Gavião;6,18;1328,7;MAKE;;
43853;JAN;41763;Produto I;422;T361;Fábrica Sudeste;Novo Horizonte;15,64;6600,08;GIFT;;
43853;JAN;59587;Produto S;330;T350;Fábrica Nordeste;Flash;5,39;1778,7;TERCEIROS;;
43853;JAN;71594;Produto C;82;BU011;Fábrica Nordeste;Del Monte;13,33;1093,06;MAKE;;
43853;JAN;39682;Produto K;362;T344;Fábrica Nordeste;Vai e Vêm;8,25;2986,5;GIFT;;
43853;JAN;39682;Produto K;488;T346;Fábrica Nordeste;Flash;0,41;200,08;CREMES;;
43853;JAN;77891;Produto R;422;T297;Fábrica Sudeste;Flash;3,08;1299,76;MAKE;;
43853;JAN;37166;Produto N;257;T226TA;Fábrica Nordeste;Vai e Vêm;4,84;1243,88;TERCEIROS;;
43853;JAN;71644;Produto J;360;T277TA;Fábrica Nordeste;Vai e Vêm;5,05;1818;MAKE;;
43854;JAN;34905;Produto H;331;T295TL;Fábrica Sudeste;Vai e Vêm;5,93;1962,83;GIFT;;
43854;JAN;37166;Produto N;400;T355BT;Fábrica Sudeste;Flash;5,49;2196;MAKE;;
43854;JAN;58880;Produto L;410;T367;Fábrica Sudeste;Del Monte;3,28;1344,8;CREMES;;
43854;JAN;46609;Produto Q;441;T151BT;Fábrica Nordeste;Vai e Vêm;5,72;2522,52;TERCEIROS;;
43854;JAN;30581;Produto M;276;T344;Fábrica Nordeste;Novo Horizonte;13,33;3679,08;TERCEIROS;;
43854;JAN;46609;Produto Q;37;T357;Fábrica Sudeste;Vai e Vêm;3,28;121,36;TERCEIROS;;
43854;JAN;39682;Produto K;172;T271TO;Fábrica Sudeste;Gavião;0,82;141,04;CREMES;;
43854;JAN;30581;Produto M;472;T183BTE;Fábrica Nordeste;Del Monte;15,87;7490,64;GIFT;;
43854;JAN;58880;Produto L;239;T113B;Fábrica Sudeste;Flash;3,68;879,52;CREMES;;
43855;JAN;71644;Produto J;228;t345;Fábrica Nordeste;Del Monte;29,35;6691,8;TERCEIROS;;
43855;JAN;29670;Produto D;164;T294TA;Fábrica Nordeste;Vai e Vêm;5,09;834,76;GIFT;;
43855;JAN;70428;Produto O;99;U010ATA;Fábrica Nordeste;Vai e Vêm;3,71;367,29;GIFT;;
